Date,Open,High,Low,Close,Adj Close,Volume
2019-05-21,77.050003,77.849998,76.750000,77.529999,70.445183,5808500
2019-05-22,77.199997,77.720001,76.910004,77.250000,70.190765,5602300
2019-05-23,76.879997,76.940002,75.690002,76.410004,69.427528,9213200
2019-05-24,76.830002,77.059998,75.970001,76.150002,69.191307,5627600
2019-05-28,76.360001,76.680000,75.320000,75.699997,68.782425,16205200
2019-05-29,75.330002,75.489998,74.330002,75.279999,68.400780,10511600
2019-05-30,75.650002,76.430000,75.629997,76.169998,69.209457,7178400
2019-05-31,75.599998,76.320000,75.379997,76.059998,69.109520,7625700
2019-06-03,76.120003,76.529999,75.650002,76.220001,69.254890,8122200
2019-06-04,76.769997,78.760002,76.660004,78.519997,71.344711,11685000
